worker_id,week_start,income_cad,expense_cad,essential_expense_cad,net_cashflow_cad,advances_count,advances_amount_cad,advance_fees_cad,ending_balance_cad,buffer_days_estimate,negative_balance_flag
W-0058,2026-06-22,296.96,0.00,0.00,296.96,0,0.00,0.00,5499.41,,0
W-0058,2026-06-29,251.81,0.00,0.00,251.81,0,0.00,0.00,5845.26,,0
W-0059,2026-03-30,573.02,1973.53,1973.53,-1400.51,0,0.00,0.00,4755.02,16.87,0
W-0059,2026-04-06,467.88,160.11,98.85,307.77,0,0.00,0.00,4540.45,321.53,0
W-0059,2026-04-13,1024.38,422.10,300.67,602.28,0,0.00,0.00,2016.42,46.94,0
W-0059,2026-04-20,1020.39,300.64,242.42,719.75,0,0.00,0.00,3232.44,93.34,0
W-0059,2026-04-27,823.91,2678.52,2611.28,-1854.61,0,0.00,0.00,3320.66,8.9,0
W-0059,2026-05-04,812.93,648.39,467.64,164.54,0,0.00,0.00,2535.80,37.96,0
W-0059,2026-05-11,333.14,771.27,477.69,-438.13,0,0.00,0.00,1950.53,28.58,0
W-0059,2026-05-18,1269.50,779.39,442.64,490.11,0,0.00,0.00,1341.58,21.22,0
W-0059,2026-05-25,582.09,502.46,357.59,79.63,0,0.00,0.00,855.68,16.75,0
W-0059,2026-06-01,857.47,2086.60,2024.49,-1229.13,0,0.00,0.00,441.08,1.53,0
W-0059,2026-06-08,1265.82,439.99,364.69,825.83,0,0.00,0.00,9366.83,179.79,0
W-0059,2026-06-15,1009.39,239.95,142.37,769.44,1,102.95,1.99,9730.39,478.42,0
W-0059,2026-06-22,445.06,187.00,187.00,258.06,0,0.00,0.00,4892.09,183.13,0
W-0059,2026-06-29,505.34,0.00,0.00,505.34,0,0.00,0.00,10876.50,,0
W-0060,2026-03-30,323.43,189.63,166.20,133.80,0,0.00,0.00,1648.45,69.43,0
W-0060,2026-04-06,873.49,669.66,602.63,203.83,2,179.94,6.61,1248.39,14.5,0
W-0060,2026-04-13,1031.96,2472.98,2110.71,-1441.02,0,0.00,0.00,1023.81,3.4,0
W-0060,2026-04-20,705.06,250.46,196.58,454.60,1,117.35,1.99,857.35,30.53,0
W-0060,2026-04-27,884.35,289.23,278.71,595.12,0,0.00,0.00,701.83,17.63,0
W-0060,2026-05-04,1017.86,1352.57,1103.20,-334.71,1,131.75,0.00,5041.92,31.99,0
W-0060,2026-05-11,195.90,2023.17,1987.00,-1827.27,1,45.12,1.99,-227.62,-0.8,1
W-0060,2026-05-18,746.83,0.00,0.00,746.83,0,0.00,0.00,5984.65,,0
W-0060,2026-05-25,349.02,84.00,84.00,265.02,0,0.00,0.00,6333.67,527.81,0
W-0060,2026-06-01,888.24,442.00,442.00,446.24,0,0.00,0.00,7221.91,114.37,0
W-0060,2026-06-08,628.65,156.00,156.00,472.65,0,0.00,0.00,7850.56,352.27,0
W-0060,2026-06-15,438.57,1982.00,1982.00,-1543.43,1,63.69,3.18,8289.13,29.28,0
W-0060,2026-06-22,1016.52,84.00,84.00,932.52,0,0.00,0.00,9606.98,800.58,0
W-0060,2026-06-29,462.43,0.00,0.00,462.43,0,0.00,0.00,9768.08,,0
W-0061,2026-03-30,257.67,2508.09,2333.39,-2250.42,0,0.00,0.00,224.58,0.67,0
W-0061,2026-04-06,503.02,244.50,77.02,258.52,0,0.00,0.00,-19.92,-1.81,1
W-0061,2026-04-13,582.81,0.00,0.00,582.81,0,0.00,0.00,1689.06,,0
W-0061,2026-04-20,476.93,104.60,60.00,372.33,0,0.00,0.00,2012.69,234.81,0
W-0061,2026-04-27,303.27,2075.55,2047.00,-1772.28,0,0.00,0.00,2402.95,8.22,0
W-0061,2026-05-04,771.89,0.00,0.00,771.89,0,0.00,0.00,3174.84,,0
W-0061,2026-05-11,542.54,46.60,0.00,495.94,0,0.00,0.00,-139.67,,1
W-0061,2026-05-18,241.52,60.00,60.00,181.52,0,0.00,0.00,3958.90,461.87,0
W-0061,2026-05-25,680.53,0.00,0.00,680.53,0,0.00,0.00,4639.43,,0
W-0061,2026-06-01,694.26,2047.00,2047.00,-1352.74,0,0.00,0.00,5333.69,18.24,0
W-0061,2026-06-08,273.70,5.00,5.00,268.70,0,0.00,0.00,5742.86,8040.0,0
W-0061,2026-06-15,600.95,60.00,60.00,540.95,0,0.00,0.00,685.67,79.99,0
W-0061,2026-06-22,572.10,5.00,5.00,567.10,0,0.00,0.00,-149.67,-209.54,1
W-0061,2026-06-29,226.23,0.00,0.00,226.23,0,0.00,0.00,7006.67,,0
W-0062,2026-03-30,0.00,2006.06,1727.19,-2006.06,0,0.00,0.00,366.26,1.48,0
W-0062,2026-04-06,162.92,377.16,188.84,-214.24,0,0.00,0.00,29.13,1.08,0
W-0062,2026-04-13,586.72,43.66,0.00,543.06,0,0.00,0.00,727.71,,0
W-0062,2026-04-20,742.25,163.00,163.00,579.25,0,0.00,0.00,1980.62,85.06,0
W-0062,2026-04-27,450.56,1634.82,1554.00,-1184.26,0,0.00,0.00,2266.76,10.21,0
W-0062,2026-05-04,430.89,48.00,48.00,382.89,0,0.00,0.00,1347.35,196.49,0
W-0062,2026-05-11,204.12,5.00,5.00,199.12,0,0.00,0.00,-100.35,-140.49,1
W-0062,2026-05-18,456.73,0.00,0.00,456.73,0,0.00,0.00,3246.90,,0
W-0062,2026-05-25,486.45,254.14,168.00,232.31,0,0.00,0.00,-191.49,-7.98,1
W-0062,2026-06-01,423.50,1554.00,1554.00,-1130.50,0,0.00,0.00,4188.28,18.87,0
W-0062,2026-06-08,447.97,53.00,53.00,394.97,0,0.00,0.00,4716.42,622.92,0
W-0062,2026-06-15,658.82,5.00,5.00,653.82,0,0.00,0.00,5267.87,7375.02,0
W-0062,2026-06-22,567.77,163.00,163.00,404.77,0,0.00,0.00,5943.01,255.22,0
W-0062,2026-06-29,162.34,0.00,0.00,162.34,0,0.00,0.00,6105.35,,0
W-0063,2026-03-30,232.94,1727.21,1682.00,-1494.27,1,55.19,2.76,1887.19,7.85,0
W-0063,2026-04-06,791.51,71.00,71.00,720.51,0,0.00,0.00,1514.74,149.34,0
W-0063,2026-04-13,545.29,862.00,862.00,-316.71,1,86.42,0.00,1917.96,15.58,0
W-0063,2026-04-20,820.80,5.00,5.00,815.80,0,0.00,0.00,-847.02,-1185.83,1
W-0063,2026-04-27,276.76,1604.53,1604.53,-1327.77,0,0.00,0.00,2946.56,12.85,0
W-0063,2026-05-04,317.15,153.00,153.00,164.15,0,0.00,0.00,3440.14,157.39,0
W-0063,2026-05-11,755.75,880.38,867.00,-124.63,0,0.00,0.00,-869.93,-7.02,1
W-0063,2026-05-18,248.95,5.00,5.00,243.95,0,0.00,0.00,-874.93,-1224.9,1
W-0063,2026-05-25,317.87,33.66,0.00,284.21,0,0.00,0.00,4748.37,,0
W-0063,2026-06-01,595.40,1753.00,1753.00,-1157.60,1,36.90,2.58,1969.19,7.86,0
W-0063,2026-06-08,300.74,42.39,5.00,258.35,0,0.00,0.00,-950.98,-1331.37,1
W-0063,2026-06-15,597.16,801.00,801.00,-203.84,1,50.51,1.99,-955.98,-8.35,1
W-0063,2026-06-22,418.04,40.85,0.00,377.19,1,58.68,1.99,6722.33,,0
W-0063,2026-06-29,415.61,5.00,5.00,410.61,1,51.42,1.99,6982.19,9775.07,0
W-0064,2026-03-30,324.47,1374.54,1255.01,-1050.07,0,0.00,0.00,743.45,4.15,0
W-0064,2026-04-06,685.44,427.49,261.64,257.95,1,59.94,1.99,3436.99,91.95,0
W-0064,2026-04-13,599.48,851.46,825.89,-251.98,0,0.00,0.00,2028.37,17.19,0
W-0064,2026-04-20,813.30,378.97,343.95,434.33,0,0.00,0.00,2266.56,46.13,0
W-0064,2026-04-27,844.69,1306.20,1190.94,-461.51,0,0.00,0.00,1887.88,11.1,0
W-0064,2026-05-04,660.68,287.30,232.13,373.38,1,45.13,1.99,4347.04,131.09,0
W-0064,2026-05-11,862.50,400.14,311.79,462.36,1,110.68,7.75,5209.54,116.96,0
W-0064,2026-05-18,738.02,585.25,414.51,152.77,1,108.79,0.00,5947.56,100.44,0
W-0064,2026-05-25,496.93,396.53,269.52,100.40,0,0.00,0.00,260.14,6.76,0
W-0064,2026-06-01,78.69,1116.96,1116.96,-1038.27,0,0.00,0.00,80.04,0.5,0
W-0064,2026-06-08,82.97,57.00,57.00,25.97,0,0.00,0.00,6606.15,811.28,0
W-0064,2026-06-15,308.92,60.00,60.00,248.92,0,0.00,0.00,6915.07,806.76,0
W-0064,2026-06-22,321.95,11.19,0.00,310.76,0,0.00,0.00,7237.02,,0
W-0065,2026-03-30,209.55,2158.40,2080.73,-1948.85,0,0.00,0.00,1914.71,6.44,0
W-0065,2026-04-06,831.85,595.89,529.63,235.96,0,0.00,0.00,1374.82,18.17,0
W-0065,2026-04-13,1086.58,1162.70,1086.84,-76.12,0,0.00,0.00,2512.27,16.18,0
W-0065,2026-04-20,747.22,318.76,218.91,428.46,0,0.00,0.00,689.28,22.04,0
W-0065,2026-04-27,521.86,2152.23,2005.04,-1630.37,1,105.37,5.27,0.13,0.0,0
W-0065,2026-05-04,684.79,214.29,61.00,470.50,1,145.36,4.36,-158.16,-18.15,1
W-0065,2026-05-11,1216.12,781.08,724.00,435.04,0,0.00,0.00,5339.48,51.62,0
W-0065,2026-05-18,497.94,0.00,0.00,497.94,0,0.00,0.00,6180.20,,0
W-0065,2026-05-25,591.19,0.00,0.00,591.19,0,0.00,0.00,6771.39,,0
W-0065,2026-06-01,314.80,1545.00,1545.00,-1230.20,0,0.00,0.00,7086.19,32.11,0
W-0065,2026-06-08,714.85,56.00,56.00,658.85,0,0.00,0.00,7661.68,957.71,0
W-0065,2026-06-15,684.69,729.00,729.00,-44.31,2,129.52,3.23,-230.24,-2.21,1
W-0065,2026-06-22,668.69,0.00,0.00,668.69,0,0.00,0.00,9154.42,,0
W-0065,2026-06-29,328.69,0.00,0.00,328.69,0,0.00,0.00,9376.61,,0
W-0066,2026-03-30,379.87,259.18,149.16,120.69,0,0.00,0.00,8602.77,403.72,0
W-0066,2026-04-06,660.34,393.10,341.05,267.24,0,0.00,0.00,8209.67,168.5,0
W-0066,2026-04-13,622.63,1525.95,1052.47,-903.32,0,0.00,0.00,7596.72,50.53,0
W-0066,2026-04-20,704.85,290.61,178.55,414.24,0,0.00,0.00,7394.11,289.88,0
W-0066,2026-04-27,1503.17,578.09,395.40,925.08,0,0.00,0.00,6816.02,120.67,0
W-0066,2026-05-04,1205.74,417.41,186.48,788.33,0,0.00,0.00,6435.42,241.57,0
W-0066,2026-05-11,921.66,1489.80,1425.84,-568.14,0,0.00,0.00,5865.71,28.8,0
W-0066,2026-05-18,1471.87,585.51,473.14,886.36,0,0.00,0.00,5386.55,79.69,0
W-0066,2026-05-25,438.11,421.73,317.12,16.38,0,0.00,0.00,4954.18,109.36,0
W-0066,2026-06-01,597.67,437.44,187.27,160.23,0,0.00,0.00,4465.13,166.9,0
W-0066,2026-06-08,1168.11,300.10,146.14,868.01,0,0.00,0.00,10079.50,482.8,0
W-0066,2026-06-15,843.44,1344.38,1189.26,-500.94,0,0.00,0.00,10756.55,63.31,0
W-0066,2026-06-22,372.54,584.99,438.21,-212.45,0,0.00,0.00,3378.75,53.97,0
W-0066,2026-06-29,569.47,358.19,358.19,211.28,0,0.00,0.00,11864.95,231.87,0
W-0067,2026-03-30,0.00,1080.25,1022.17,-1080.25,0,0.00,0.00,3714.41,25.44,0
W-0067,2026-04-06,1196.40,306.45,255.02,889.95,0,0.00,0.00,3448.96,94.67,0
W-0067,2026-04-13,1100.77,1277.76,1167.17,-176.99,0,0.00,0.00,2723.37,16.33,0
W-0067,2026-04-20,872.50,551.74,408.70,320.76,0,0.00,0.00,2545.88,43.6,0
W-0067,2026-04-27,635.99,1254.68,1144.82,-618.69,0,0.00,0.00,2103.90,12.86,0
W-0067,2026-05-04,540.16,470.64,304.95,69.52,0,0.00,0.00,1612.14,37.01,0
W-0067,2026-05-11,630.78,913.77,892.43,-282.99,0,0.00,0.00,1412.37,11.08,0
W-0067,2026-05-18,948.97,445.27,301.28,503.70,0,0.00,0.00,999.31,23.22,0
W-0067,2026-05-25,555.84,953.64,843.30,-397.80,0,0.00,0.00,171.46,1.42,0
W-0067,2026-06-01,432.00,1064.44,1050.25,-632.44,0,0.00,0.00,7195.98,47.96,0
W-0067,2026-06-08,688.29,41.00,41.00,647.29,0,0.00,0.00,8027.90,1370.62,0
W-0067,2026-06-15,502.97,673.00,673.00,-170.03,0,0.00,0.00,8530.87,88.73,0
W-0067,2026-06-22,182.85,158.00,158.00,24.85,0,0.00,0.00,8900.43,394.32,0
W-0067,2026-06-29,470.94,0.00,0.00,470.94,0,0.00,0.00,9015.51,,0
W-0068,2026-03-30,163.70,2081.60,1992.80,-1917.90,0,0.00,0.00,204.45,0.72,0
W-0068,2026-04-06,942.66,515.64,433.81,427.02,0,0.00,0.00,1770.50,28.57,0
W-0068,2026-04-13,815.75,1338.52,1284.47,-522.77,0,0.00,0.00,1368.98,7.46,0
W-0068,2026-04-20,819.40,590.00,559.44,229.40,0,0.00,0.00,778.98,9.75,0
W-0068,2026-04-27,1236.99,2185.33,2025.27,-948.34,0,0.00,0.00,4019.25,13.89,0
W-0068,2026-05-04,1065.25,837.26,590.17,227.99,0,0.00,0.00,5084.50,60.31,0
W-0068,2026-05-11,520.12,900.00,900.00,-379.88,0,0.00,0.00,3889.74,30.25,0
W-0068,2026-05-18,957.84,42.00,42.00,915.84,0,0.00,0.00,6250.97,1041.83,0
W-0068,2026-05-25,545.04,193.00,193.00,352.04,0,0.00,0.00,7107.50,257.78,0
W-0068,2026-06-01,1436.85,1966.71,1952.00,-529.86,0,0.00,0.00,8544.35,30.64,0
W-0068,2026-06-08,1110.13,0.00,0.00,1110.13,0,0.00,0.00,9654.48,,0
W-0068,2026-06-15,578.20,997.50,937.00,-419.30,0,0.00,0.00,10401.97,77.71,0
W-0068,2026-06-22,1170.97,193.00,193.00,977.97,0,0.00,0.00,2415.74,87.62,0
W-0068,2026-06-29,258.09,5.00,5.00,253.09,0,0.00,0.00,11661.74,16326.44,0
W-0069,2026-03-30,326.09,2365.21,2353.98,-2039.12,0,0.00,0.00,329.46,0.98,0
W-0069,2026-04-06,831.55,852.94,689.65,-21.39,0,0.00,0.00,3115.03,31.62,0
W-0069,2026-04-13,960.58,505.05,320.96,455.53,0,0.00,0.00,2792.98,60.91,0
W-0069,2026-04-20,468.90,390.50,199.32,78.40,0,0.00,0.00,2402.48,84.37,0
W-0069,2026-04-27,605.18,2682.84,2386.92,-2077.66,0,0.00,0.00,1987.64,5.83,0
W-0069,2026-05-04,415.83,444.25,185.97,-28.42,0,0.00,0.00,6727.16,253.21,0
W-0069,2026-05-11,1047.74,434.83,345.43,612.91,1,179.43,5.38,1382.55,28.02,0
W-0069,2026-05-18,1410.38,372.06,122.43,1038.32,1,87.31,6.11,6449.29,368.74,0
W-0069,2026-05-25,1056.50,192.40,81.83,864.10,0,0.00,0.00,818.09,69.98,0
W-0069,2026-06-01,1031.22,2579.52,2475.54,-1548.30,1,76.66,5.37,8089.99,22.88,0
W-0069,2026-06-08,964.04,500.57,450.13,463.47,0,0.00,0.00,8860.74,137.79,0
W-0069,2026-06-15,1108.07,503.70,422.69,604.37,0,0.00,0.00,10621.12,175.89,0
W-0069,2026-06-22,764.51,39.19,5.00,725.32,0,0.00,0.00,-262.90,-368.06,1
W-0069,2026-06-29,421.63,0.00,0.00,421.63,0,0.00,0.00,11600.16,,0
W-0070,2026-03-30,217.01,1499.50,1458.53,-1282.49,0,0.00,0.00,5194.56,24.93,0
W-0070,2026-04-06,488.45,315.91,278.17,172.54,0,0.00,0.00,4987.65,125.51,0
W-0070,2026-04-13,761.75,575.77,344.68,185.98,0,0.00,0.00,4498.59,91.36,0
W-0070,2026-04-20,202.36,500.31,330.75,-297.95,1,73.92,0.00,3934.16,83.26,0
W-0070,2026-04-27,1012.00,1587.64,1310.13,-575.64,0,0.00,0.00,3374.13,18.03,0
W-0070,2026-05-04,442.94,498.12,292.82,-55.18,0,0.00,0.00,3035.23,72.56,0
W-0070,2026-05-11,1251.23,360.72,205.96,890.51,0,0.00,0.00,2638.09,89.66,0
W-0070,2026-05-18,508.25,441.50,323.56,66.75,1,50.70,3.55,5149.75,111.41,0
W-0070,2026-05-25,686.25,519.02,327.54,167.23,0,0.00,0.00,1720.01,36.76,0
W-0070,2026-06-01,870.53,1438.38,1327.29,-567.85,0,0.00,0.00,6752.99,35.61,0
W-0070,2026-06-08,249.77,337.65,310.28,-87.88,0,0.00,0.00,1074.54,24.24,0
W-0070,2026-06-15,1289.45,754.58,696.96,534.87,0,0.00,0.00,362.78,3.64,0
W-0070,2026-06-22,589.76,321.34,193.47,268.42,2,97.43,1.99,8893.55,321.78,0
W-0070,2026-06-29,420.90,0.00,0.00,420.90,0,0.00,0.00,9149.06,,0
W-0071,2026-03-30,452.07,1828.27,1763.22,-1376.20,0,0.00,0.00,6006.63,23.85,0
W-0071,2026-04-06,496.35,612.81,307.95,-116.46,0,0.00,0.00,5442.82,123.72,0
W-0071,2026-04-13,173.22,799.69,656.82,-626.47,0,0.00,0.00,4950.13,52.76,0
W-0071,2026-04-20,639.97,460.24,401.35,179.73,0,0.00,0.00,4551.78,79.39,0
W-0071,2026-04-27,562.98,1462.03,1382.70,-899.05,0,0.00,0.00,2945.41,14.91,0
W-0071,2026-05-04,1202.31,594.50,480.75,607.81,0,0.00,0.00,3772.36,54.93,0
W-0071,2026-05-11,1173.44,792.19,739.84,381.25,0,0.00,0.00,3336.17,31.57,0
W-0071,2026-05-18,1130.73,478.98,359.00,651.75,0,0.00,0.00,6248.92,121.85,0
W-0071,2026-05-25,1252.31,506.72,341.25,745.59,0,0.00,0.00,2350.47,48.21,0
W-0071,2026-06-01,916.78,1793.98,1774.58,-877.20,0,0.00,0.00,1895.49,7.48,0
W-0071,2026-06-08,1223.88,481.94,344.08,741.94,0,0.00,0.00,1498.36,30.48,0
W-0071,2026-06-15,953.48,597.75,449.30,355.73,0,0.00,0.00,1171.80,18.26,0
W-0071,2026-06-22,769.94,491.43,315.06,278.51,0,0.00,0.00,731.71,16.26,0
W-0071,2026-06-29,215.59,5.48,5.48,210.11,0,0.00,0.00,674.89,862.09,0
W-0072,2026-03-30,146.46,1861.16,1833.00,-1714.70,0,0.00,0.00,4479.68,17.11,0
W-0072,2026-04-06,770.84,810.88,684.97,-40.04,0,0.00,0.00,1036.97,10.6,0
W-0072,2026-04-13,935.49,616.28,243.25,319.21,0,0.00,0.00,1972.46,56.76,0
W-0072,2026-04-20,684.58,781.46,577.12,-96.88,0,0.00,0.00,2433.70,29.52,0
W-0072,2026-04-27,542.68,2035.38,1876.00,-1492.70,0,0.00,0.00,2058.32,7.68,0
W-0072,2026-05-04,828.79,709.20,670.04,119.59,0,0.00,0.00,1535.12,16.04,0
W-0072,2026-05-11,1079.25,227.32,208.82,851.93,0,0.00,0.00,5107.76,171.22,0
W-0072,2026-05-18,755.16,536.27,438.50,218.89,0,0.00,0.00,5862.92,93.59,0
W-0072,2026-05-25,795.31,353.59,195.30,441.72,0,0.00,0.00,6658.23,238.65,0
W-0072,2026-06-01,803.15,2014.43,1959.06,-1211.28,0,0.00,0.00,7461.38,26.66,0
W-0072,2026-06-08,927.46,343.08,343.08,584.38,0,0.00,0.00,8388.84,171.16,0
W-0072,2026-06-15,904.56,5.00,5.00,899.56,0,0.00,0.00,-98.57,-138.0,1
W-0072,2026-06-22,730.94,33.10,0.00,697.84,0,0.00,0.00,10024.34,,0
W-0072,2026-06-29,171.14,0.00,0.00,171.14,0,0.00,0.00,10195.48,,0
W-0073,2026-03-30,362.57,1807.19,1779.84,-1444.62,0,0.00,0.00,455.30,1.79,0
W-0073,2026-04-06,969.21,1124.71,1029.09,-155.50,0,0.00,0.00,2561.07,17.42,0
W-0073,2026-04-13,1191.40,592.76,456.66,598.64,0,0.00,0.00,2013.30,30.86,0
W-0073,2026-04-20,816.38,396.82,214.17,419.56,0,0.00,0.00,3584.19,117.15,0
W-0073,2026-04-27,971.28,2001.85,1698.33,-1030.57,0,0.00,0.00,1105.64,4.56,0
W-0073,2026-05-04,917.32,1117.21,1071.61,-199.89,0,0.00,0.00,752.43,4.92,0
W-0073,2026-05-11,476.93,401.92,245.38,75.01,0,0.00,0.00,350.51,10.0,0
W-0073,2026-05-18,520.24,325.71,207.54,194.53,0,0.00,0.00,168.29,5.68,0
W-0073,2026-05-25,826.82,19.58,19.58,807.24,0,0.00,0.00,7200.99,2574.41,0
W-0073,2026-06-01,657.01,2310.00,2310.00,-1652.99,0,0.00,0.00,3192.97,9.68,0
W-0073,2026-06-08,640.07,14.60,0.00,625.47,0,0.00,0.00,8857.15,,0
W-0073,2026-06-15,409.36,5.00,5.00,404.36,0,0.00,0.00,9003.22,12604.51,0
W-0073,2026-06-22,1089.75,5.00,5.00,1084.75,0,0.00,0.00,10092.97,14130.16,0
W-0074,2026-03-30,200.12,1430.52,1301.93,-1230.40,0,0.00,0.00,3936.72,21.17,0
W-0074,2026-04-06,925.29,639.15,523.94,286.14,1,25.72,0.00,3297.57,44.06,0
W-0074,2026-04-13,759.60,1034.66,914.62,-275.06,0,0.00,0.00,2631.91,20.14,0
W-0074,2026-04-20,603.59,236.04,206.91,367.55,0,0.00,0.00,2395.87,81.05,0
W-0074,2026-04-27,663.12,1529.20,1403.23,-866.08,1,72.00,1.99,3291.45,16.42,0
W-0074,2026-05-04,790.33,481.27,335.01,309.06,0,0.00,0.00,1448.39,30.26,0
W-0074,2026-05-11,739.73,727.96,425.71,11.77,0,0.00,0.00,998.28,16.41,0
W-0074,2026-05-18,730.19,706.32,630.12,23.87,0,0.00,0.00,5441.36,60.45,0
W-0074,2026-05-25,688.55,534.70,336.56,153.85,0,0.00,0.00,5963.61,124.04,0
W-0074,2026-06-01,802.75,884.00,884.00,-81.25,1,109.31,0.00,6932.66,54.9,0
W-0074,2026-06-08,374.97,126.00,126.00,248.97,0,0.00,0.00,7170.14,398.34,0
W-0074,2026-06-15,395.60,248.00,248.00,147.60,1,63.08,4.42,-83.58,-2.36,1
W-0074,2026-06-22,624.53,145.22,126.00,479.31,1,29.21,0.00,4357.24,242.07,0
W-0074,2026-06-29,292.48,0.00,0.00,292.48,1,27.71,1.99,8620.24,,0
W-0075,2026-03-30,129.68,1237.95,1179.01,-1108.27,0,0.00,0.00,3083.67,18.31,0
W-0075,2026-04-06,625.78,751.58,635.86,-125.80,0,0.00,0.00,2378.09,26.18,0
W-0075,2026-04-13,444.46,371.64,244.39,72.82,0,0.00,0.00,2006.45,57.47,0
W-0075,2026-04-20,436.94,422.77,345.20,14.17,0,0.00,0.00,1583.68,32.11,0
W-0075,2026-04-27,532.99,1136.17,1042.30,-603.18,0,0.00,0.00,2571.50,17.27,0
W-0075,2026-05-04,79.26,554.53,346.03,-475.27,0,0.00,0.00,813.98,16.47,0
W-0075,2026-05-11,397.29,360.94,236.55,36.35,0,0.00,0.00,499.04,14.77,0
W-0075,2026-05-18,772.16,222.26,177.66,549.90,0,0.00,0.00,3820.21,150.52,0
W-0075,2026-05-25,374.69,315.27,274.01,59.42,0,0.00,0.00,4194.90,107.17,0
W-0075,2026-06-01,385.15,926.00,926.00,-540.85,0,0.00,0.00,-43.49,-0.33,1
W-0075,2026-06-08,351.64,51.00,51.00,300.64,0,0.00,0.00,-48.49,-6.66,1
W-0075,2026-06-15,512.34,0.00,0.00,512.34,0,0.00,0.00,5338.36,,0
W-0075,2026-06-22,532.70,10.00,10.00,522.70,0,0.00,0.00,-58.49,-40.94,1
W-0075,2026-06-29,324.89,0.00,0.00,324.89,0,0.00,0.00,6301.62,,0
W-0076,2026-03-30,320.69,1217.35,1194.28,-896.66,0,0.00,0.00,1392.20,8.16,0
W-0076,2026-04-06,436.30,1190.89,1076.88,-754.59,0,0.00,0.00,1078.31,7.01,0
W-0076,2026-04-13,546.67,574.89,270.90,-28.22,0,0.00,0.00,503.42,13.01,0
W-0076,2026-04-20,679.22,505.18,285.37,174.04,0,0.00,0.00,59.24,1.45,0
W-0076,2026-04-27,648.22,1009.10,971.05,-360.88,0,0.00,0.00,2581.26,18.61,0
W-0076,2026-05-04,201.68,877.00,877.00,-675.32,0,0.00,0.00,4125.55,32.93,0
W-0076,2026-05-11,817.53,23.44,0.00,794.09,0,0.00,0.00,3729.69,,0
W-0076,2026-05-18,329.40,66.00,66.00,263.40,0,0.00,0.00,4059.09,430.51,0
W-0076,2026-05-25,293.90,36.25,10.00,257.65,0,0.00,0.00,4184.77,2929.34,0
W-0076,2026-06-01,561.44,1650.00,1650.00,-1088.56,0,0.00,0.00,-96.55,-0.41,1
W-0076,2026-06-08,579.84,165.00,165.00,414.84,0,0.00,0.00,5893.88,250.04,0
W-0076,2026-06-15,1004.30,61.00,61.00,943.30,0,0.00,0.00,6361.71,730.03,0
W-0076,2026-06-22,362.18,5.00,5.00,357.18,0,0.00,0.00,6975.92,9766.29,0
W-0076,2026-06-29,418.80,5.00,5.00,413.80,0,0.00,0.00,7279.55,10191.37,0
W-0077,2026-03-30,295.96,1086.34,989.78,-790.38,0,0.00,0.00,5030.64,35.58,0
W-0077,2026-04-06,609.75,859.53,757.28,-249.78,0,0.00,0.00,1537.04,14.21,0
W-0077,2026-04-13,852.00,433.85,363.07,418.15,0,0.00,0.00,2071.07,39.93,0
W-0077,2026-04-20,524.45,259.66,17.71,264.79,0,0.00,0.00,4123.68,1629.91,0
W-0077,2026-04-27,787.89,1180.38,1068.08,-392.49,0,0.00,0.00,3749.30,24.57,0
W-0077,2026-05-04,629.20,1319.66,1293.62,-690.46,0,0.00,0.00,3054.64,16.53,0
W-0077,2026-05-11,574.64,419.54,238.68,155.10,0,0.00,0.00,2689.10,78.87,0
W-0077,2026-05-18,1299.58,326.79,167.57,972.79,0,0.00,0.00,6328.18,264.35,0
W-0077,2026-05-25,900.77,209.68,89.82,691.09,0,0.00,0.00,2152.63,167.76,0
W-0077,2026-06-01,435.82,1416.81,1299.44,-980.99,0,0.00,0.00,1987.82,10.71,0
W-0077,2026-06-08,632.61,711.06,648.70,-78.45,0,0.00,0.00,1455.76,15.71,0
W-0077,2026-06-15,600.37,348.00,276.58,252.37,0,0.00,0.00,8233.82,208.39,0
W-0077,2026-06-22,846.76,784.10,511.71,62.66,0,0.00,0.00,377.66,5.17,0
W-0077,2026-06-29,298.90,218.64,195.22,80.26,0,0.00,0.00,9733.06,349.0,0
W-0078,2026-03-30,171.16,188.07,97.61,-16.91,0,0.00,0.00,3422.67,245.45,0
W-0078,2026-04-06,631.08,427.70,246.59,203.38,0,0.00,0.00,2994.97,85.02,0
W-0078,2026-04-13,321.53,1553.42,1413.41,-1231.89,0,0.00,0.00,1509.74,7.48,0
W-0078,2026-04-20,242.95,553.72,371.25,-310.77,0,0.00,0.00,2077.83,39.18,0
W-0078,2026-04-27,775.01,528.44,315.43,246.57,0,0.00,0.00,1599.81,35.5,0
W-0078,2026-05-04,412.72,925.78,891.93,-513.06,0,0.00,0.00,700.61,5.5,0
W-0078,2026-05-11,890.17,1444.96,1242.20,-554.79,0,0.00,0.00,3904.11,22.0,0
W-0078,2026-05-18,213.58,304.27,263.73,-90.69,1,99.78,4.99,52.78,1.4,0
W-0078,2026-05-25,542.74,172.33,139.00,370.41,0,0.00,0.00,4470.16,225.12,0
W-0078,2026-06-01,623.71,77.00,77.00,546.71,1,118.03,1.99,5210.62,473.69,0
W-0078,2026-06-08,828.17,37.89,0.00,790.28,1,67.04,1.99,6038.79,,0
W-0078,2026-06-15,209.53,1056.00,1056.00,-846.47,0,0.00,0.00,6367.52,42.21,0
W-0078,2026-06-22,997.44,139.00,139.00,858.44,1,65.03,0.00,7245.76,364.89,0
