earnings_id,worker_id,work_date,employer_id,shift_type,hours_worked,gross_pay_cad,tips_cad,deductions_cad,net_pay_cad,paid_same_day,pay_method
E-000917,W-0017,2026-06-27,EMP-035,night,5.9,150.34,0.00,18.89,131.45,0,direct_deposit
E-000918,W-0017,2026-06-28,EMP-035,evening,10.4,256.76,0.00,26.77,229.99,0,direct_deposit
E-000919,W-0017,2026-06-29,EMP-035,split,10.4,244.94,0.00,32.33,212.61,0,payroll_card
E-000920,W-0017,2026-06-30,EMP-035,evening,4.4,111.09,0.00,9.47,101.62,0,cash
E-000921,W-0018,2026-04-01,EMP-009,evening,8.5,244.02,0.00,26.07,217.95,0,cash
E-000922,W-0018,2026-04-02,EMP-009,evening,9.0,200.88,0.00,18.25,182.63,1,cash
E-000923,W-0018,2026-04-03,EMP-009,split,9.0,167.55,0.00,26.42,141.13,0,payroll_card
E-000924,W-0018,2026-04-06,EMP-009,night,8.5,250.50,0.00,21.94,228.56,0,direct_deposit
E-000925,W-0018,2026-04-07,EMP-009,day,10.0,355.96,0.00,50.79,305.17,1,direct_deposit
E-000926,W-0018,2026-04-08,EMP-009,split,8.5,236.16,0.00,19.75,216.41,1,payroll_card
E-000927,W-0018,2026-04-09,EMP-009,split,8.0,168.12,0.00,14.40,153.72,1,direct_deposit
E-000928,W-0018,2026-04-10,EMP-009,evening,10.0,352.30,0.00,42.38,309.92,0,cash
E-000929,W-0018,2026-04-12,EMP-009,day,10.0,217.15,0.00,24.94,192.21,0,payroll_card
E-000930,W-0018,2026-04-14,EMP-009,night,9.0,183.55,0.00,25.90,157.65,1,direct_deposit
E-000931,W-0018,2026-04-15,EMP-012,night,9.0,234.80,0.00,35.23,199.57,0,payroll_card
E-000932,W-0018,2026-04-16,EMP-009,night,9.0,218.74,0.00,17.62,201.12,1,cash
E-000933,W-0018,2026-04-18,EMP-009,evening,8.0,253.70,0.00,21.14,232.56,0,direct_deposit
E-000934,W-0018,2026-04-19,EMP-012,night,10.0,294.36,0.00,30.34,264.02,1,etransfer
E-000935,W-0018,2026-04-25,EMP-009,evening,10.0,248.84,0.00,21.85,226.99,0,etransfer
E-000936,W-0018,2026-04-29,EMP-015,day,9.0,302.64,0.00,47.33,255.31,0,direct_deposit
E-000937,W-0018,2026-04-30,EMP-015,evening,8.0,302.31,0.00,51.26,251.05,1,payroll_card
E-000938,W-0018,2026-05-01,EMP-009,night,8.0,193.82,0.00,27.78,166.04,0,payroll_card
E-000939,W-0018,2026-05-04,EMP-009,evening,8.5,246.44,0.00,30.29,216.15,0,etransfer
E-000940,W-0018,2026-05-05,EMP-009,night,10.0,326.67,0.00,41.79,284.88,0,payroll_card
E-000941,W-0018,2026-05-06,EMP-009,day,10.0,253.28,0.00,32.71,220.57,0,cash
E-000942,W-0018,2026-05-07,EMP-015,evening,8.5,139.02,0.00,12.50,126.52,0,cash
E-000943,W-0018,2026-05-08,EMP-009,day,8.5,248.09,0.00,26.62,221.47,1,cash
E-000944,W-0018,2026-05-09,EMP-009,split,10.0,294.78,0.00,26.10,268.68,0,etransfer
E-000945,W-0018,2026-05-10,EMP-009,split,8.5,199.63,0.00,17.69,181.94,0,etransfer
E-000946,W-0018,2026-05-11,EMP-009,day,8.5,243.91,0.00,22.97,220.94,1,direct_deposit
E-000947,W-0018,2026-05-12,EMP-009,split,8.5,270.83,0.00,28.69,242.14,0,cash
E-000948,W-0018,2026-05-13,EMP-009,split,9.0,363.65,0.00,33.33,330.32,1,direct_deposit
E-000949,W-0018,2026-05-14,EMP-009,evening,10.0,280.68,0.00,40.99,239.69,0,cash
E-000950,W-0018,2026-05-19,EMP-009,evening,8.5,264.85,0.00,39.86,224.99,1,cash
E-000951,W-0018,2026-05-20,EMP-009,day,9.0,232.45,0.00,27.97,204.48,0,direct_deposit
E-000952,W-0018,2026-05-21,EMP-009,evening,10.0,333.65,0.00,48.05,285.60,0,direct_deposit
E-000953,W-0018,2026-05-22,EMP-009,split,8.0,245.27,0.00,25.24,220.03,0,payroll_card
E-000954,W-0018,2026-05-23,EMP-009,day,9.0,273.18,0.00,27.32,245.86,0,direct_deposit
E-000955,W-0018,2026-05-25,EMP-009,night,8.0,235.80,0.00,37.19,198.61,1,direct_deposit
E-000956,W-0018,2026-05-28,EMP-009,day,10.0,253.43,0.00,30.64,222.79,0,etransfer
E-000957,W-0018,2026-05-29,EMP-009,night,9.0,304.76,0.00,30.66,274.10,0,direct_deposit
E-000958,W-0018,2026-05-30,EMP-009,evening,8.0,259.72,0.00,28.41,231.31,0,cash
E-000959,W-0018,2026-06-03,EMP-009,evening,10.0,277.35,0.00,49.77,227.58,0,direct_deposit
E-000960,W-0018,2026-06-04,EMP-009,evening,9.0,223.56,0.00,33.53,190.03,1,payroll_card
E-000961,W-0018,2026-06-07,EMP-009,evening,8.5,310.20,0.00,30.06,280.14,1,cash
E-000962,W-0018,2026-06-09,EMP-009,split,10.0,245.93,0.00,24.02,221.91,0,cash
E-000963,W-0018,2026-06-10,EMP-009,night,8.5,177.42,0.00,21.46,155.96,1,payroll_card
E-000964,W-0018,2026-06-11,EMP-009,evening,8.0,220.73,0.00,32.22,188.51,0,direct_deposit
E-000965,W-0018,2026-06-12,EMP-009,night,8.5,205.21,0.00,23.76,181.45,0,payroll_card
E-000966,W-0018,2026-06-13,EMP-009,split,10.0,242.24,0.00,25.33,216.91,0,cash
E-000967,W-0018,2026-06-14,EMP-009,split,10.0,196.01,0.00,31.60,164.41,0,payroll_card
E-000968,W-0018,2026-06-17,EMP-009,day,8.5,276.89,0.00,46.24,230.65,1,etransfer
E-000969,W-0018,2026-06-18,EMP-009,split,9.0,297.71,0.00,47.24,250.47,1,payroll_card
E-000970,W-0018,2026-06-19,EMP-009,night,8.5,250.77,0.00,31.99,218.78,0,payroll_card
E-000971,W-0018,2026-06-21,EMP-009,night,9.0,200.69,0.00,30.25,170.44,0,etransfer
E-000972,W-0018,2026-06-22,EMP-036,night,10.0,269.03,0.00,40.88,228.15,0,cash
E-000973,W-0018,2026-06-23,EMP-009,night,8.5,173.10,0.00,28.27,144.83,0,cash
E-000974,W-0018,2026-06-24,EMP-009,night,10.0,240.80,0.00,35.88,204.92,0,direct_deposit
E-000975,W-0018,2026-06-26,EMP-009,day,9.0,235.48,0.00,32.49,202.99,0,etransfer
E-000976,W-0018,2026-06-30,EMP-009,split,10.0,322.33,0.00,51.14,271.19,0,payroll_card
E-000977,W-0019,2026-04-01,EMP-007,evening,9.0,293.29,0.00,25.81,267.48,0,etransfer
E-000978,W-0019,2026-04-02,EMP-007,split,8.5,285.93,0.00,44.86,241.07,1,direct_deposit
E-000979,W-0019,2026-04-03,EMP-007,day,8.5,270.57,0.00,30.53,240.04,0,cash
E-000980,W-0019,2026-04-05,EMP-007,evening,9.0,276.08,0.00,49.20,226.88,0,direct_deposit
E-000981,W-0019,2026-04-07,EMP-007,night,10.0,377.21,0.00,48.00,329.21,0,payroll_card
E-000982,W-0019,2026-04-09,EMP-007,split,9.0,276.85,0.00,45.14,231.71,1,etransfer
E-000983,W-0019,2026-04-10,EMP-007,split,9.0,318.18,0.00,25.90,292.28,0,etransfer
E-000984,W-0019,2026-04-11,EMP-007,split,10.0,311.19,0.00,49.54,261.65,1,etransfer
E-000985,W-0019,2026-04-14,EMP-007,evening,8.0,281.59,0.00,23.85,257.74,0,cash
E-000986,W-0019,2026-04-15,EMP-007,evening,8.0,242.80,0.00,42.95,199.85,0,cash
E-000987,W-0019,2026-04-17,EMP-007,split,8.0,247.40,0.00,33.18,214.22,0,etransfer
E-000988,W-0019,2026-04-20,EMP-007,night,8.0,260.36,0.00,44.50,215.86,1,cash
E-000989,W-0019,2026-04-22,EMP-007,evening,9.0,403.40,0.00,70.27,333.13,1,cash
E-000990,W-0019,2026-04-24,EMP-007,evening,8.5,239.92,0.00,35.39,204.53,0,cash
E-000991,W-0019,2026-04-25,EMP-007,day,8.5,262.71,0.00,46.80,215.91,1,cash
E-000992,W-0019,2026-04-27,EMP-001,split,8.5,306.68,0.00,37.31,269.37,0,direct_deposit
E-000993,W-0019,2026-04-30,EMP-007,split,8.5,334.81,0.00,28.89,305.92,0,etransfer
E-000994,W-0019,2026-05-01,EMP-009,night,8.0,298.24,0.00,45.34,252.90,0,cash
E-000995,W-0019,2026-05-02,EMP-015,day,10.0,363.96,0.00,39.80,324.16,1,direct_deposit
E-000996,W-0019,2026-05-04,EMP-007,evening,8.0,225.29,0.00,24.08,201.21,0,direct_deposit
E-000997,W-0019,2026-05-06,EMP-007,night,8.0,262.90,0.00,33.65,229.25,1,cash
E-000998,W-0019,2026-05-07,EMP-007,night,8.0,224.92,0.00,22.45,202.47,1,direct_deposit
E-000999,W-0019,2026-05-09,EMP-007,evening,10.0,267.34,0.00,34.00,233.34,0,etransfer
E-001000,W-0019,2026-05-10,EMP-007,night,10.0,433.07,0.00,40.56,392.51,0,payroll_card
E-001001,W-0019,2026-05-11,EMP-021,day,8.5,373.03,0.00,43.99,329.04,0,cash
E-001002,W-0019,2026-05-14,EMP-007,split,8.0,282.86,0.00,35.63,247.23,1,cash
E-001003,W-0019,2026-05-15,EMP-007,split,8.0,293.88,0.00,47.61,246.27,0,direct_deposit
E-001004,W-0019,2026-05-17,EMP-007,evening,9.0,323.05,0.00,50.01,273.04,0,direct_deposit
E-001005,W-0019,2026-05-18,EMP-007,split,8.0,257.06,0.00,43.21,213.85,1,direct_deposit
E-001006,W-0019,2026-05-19,EMP-013,day,9.0,263.44,0.00,43.26,220.18,1,payroll_card
E-001007,W-0019,2026-05-20,EMP-007,day,8.0,257.91,0.00,24.03,233.88,0,etransfer
E-001008,W-0019,2026-05-21,EMP-007,day,8.0,323.89,0.00,49.33,274.56,1,etransfer
E-001009,W-0019,2026-05-22,EMP-007,evening,9.0,296.52,0.00,50.40,246.12,0,direct_deposit
E-001010,W-0019,2026-05-25,EMP-007,night,8.5,266.20,0.00,26.71,239.49,0,direct_deposit
E-001011,W-0019,2026-05-27,EMP-007,evening,10.0,296.37,0.00,24.31,272.06,1,cash
E-001012,W-0019,2026-05-28,EMP-007,day,9.0,299.14,0.00,44.62,254.52,0,payroll_card
E-001013,W-0019,2026-05-29,EMP-007,night,10.0,348.78,0.00,61.93,286.85,1,etransfer
E-001014,W-0019,2026-05-30,EMP-007,evening,8.5,257.59,0.00,25.16,232.43,1,etransfer
E-001015,W-0019,2026-06-01,EMP-040,day,8.5,324.14,0.00,57.67,266.47,0,cash
E-001016,W-0019,2026-06-02,EMP-007,day,8.5,354.51,0.00,51.41,303.10,0,cash
E-001017,W-0019,2026-06-03,EMP-007,split,10.0,319.64,0.00,25.65,293.99,0,direct_deposit
E-001018,W-0019,2026-06-04,EMP-003,day,9.0,397.06,0.00,69.81,327.25,1,etransfer
E-001019,W-0019,2026-06-05,EMP-007,day,10.0,365.73,0.00,54.58,311.15,1,cash
E-001020,W-0019,2026-06-06,EMP-029,day,8.5,317.19,0.00,40.83,276.36,1,direct_deposit
E-001021,W-0019,2026-06-07,EMP-007,night,8.0,323.08,0.00,45.28,277.80,0,payroll_card
E-001022,W-0019,2026-06-08,EMP-007,day,8.0,317.18,0.00,50.10,267.08,1,cash
E-001023,W-0019,2026-06-09,EMP-007,night,9.0,427.41,0.00,72.98,354.43,0,direct_deposit
E-001024,W-0019,2026-06-10,EMP-018,night,8.0,270.98,0.00,38.98,232.00,0,payroll_card
E-001025,W-0019,2026-06-11,EMP-007,day,8.5,181.24,0.00,25.66,155.58,0,direct_deposit
E-001026,W-0019,2026-06-12,EMP-007,split,8.5,349.26,0.00,28.63,320.63,1,direct_deposit
E-001027,W-0019,2026-06-14,EMP-007,day,8.5,286.19,0.00,39.71,246.48,0,cash
E-001028,W-0019,2026-06-15,EMP-007,night,8.5,336.77,0.00,50.22,286.55,0,etransfer
E-001029,W-0019,2026-06-16,EMP-007,split,8.0,325.94,0.00,43.27,282.67,0,payroll_card
E-001030,W-0019,2026-06-18,EMP-007,evening,10.0,366.79,0.00,54.69,312.10,0,direct_deposit
E-001031,W-0019,2026-06-19,EMP-027,night,8.0,221.71,0.00,19.79,201.92,1,direct_deposit
E-001032,W-0019,2026-06-23,EMP-007,evening,8.5,349.09,0.00,53.14,295.95,1,etransfer
E-001033,W-0019,2026-06-24,EMP-012,night,10.0,384.59,0.00,42.05,342.54,0,etransfer
E-001034,W-0019,2026-06-25,EMP-007,split,10.0,319.95,0.00,45.30,274.65,1,payroll_card
E-001035,W-0019,2026-06-26,EMP-007,split,10.0,403.14,0.00,63.69,339.45,1,cash
E-001036,W-0019,2026-06-29,EMP-007,evening,9.0,363.12,0.00,57.83,305.29,0,payroll_card
E-001037,W-0019,2026-06-30,EMP-029,split,8.0,316.44,0.00,34.20,282.24,0,etransfer
E-001038,W-0020,2026-04-01,EMP-029,evening,5.4,97.46,4.78,15.15,87.09,1,cash
E-001039,W-0020,2026-04-02,EMP-029,evening,9.2,136.64,6.14,12.56,130.22,1,cash
E-001040,W-0020,2026-04-03,EMP-029,split,9.0,224.80,14.34,21.78,217.36,1,direct_deposit
E-001041,W-0020,2026-04-05,EMP-029,day,7.7,168.72,18.37,20.70,166.39,1,etransfer
E-001042,W-0020,2026-04-07,EMP-029,split,5.2,109.38,9.75,10.73,108.40,1,cash
E-001043,W-0020,2026-04-11,EMP-029,evening,9.4,318.39,39.18,45.24,312.33,1,etransfer
E-001044,W-0020,2026-04-13,EMP-029,day,10.4,256.74,18.83,22.42,253.15,1,cash
E-001045,W-0020,2026-04-15,EMP-002,split,6.1,123.96,10.48,11.12,123.32,1,cash
E-001046,W-0020,2026-04-16,EMP-009,night,6.2,152.94,16.25,23.12,146.07,1,cash
E-001047,W-0020,2026-04-18,EMP-029,evening,9.7,176.19,15.71,17.71,174.19,1,direct_deposit
E-001048,W-0020,2026-04-19,EMP-029,night,10.1,231.84,12.38,31.50,212.72,1,etransfer
E-001049,W-0020,2026-04-22,EMP-029,split,4.9,112.83,10.11,13.81,109.13,1,payroll_card
E-001050,W-0020,2026-04-23,EMP-029,day,9.2,247.34,11.91,42.63,216.62,1,payroll_card
E-001051,W-0020,2026-04-24,EMP-029,night,4.7,153.08,15.12,17.97,150.23,1,cash
E-001052,W-0020,2026-04-25,EMP-029,day,10.0,274.73,30.00,46.88,257.85,1,direct_deposit
E-001053,W-0020,2026-04-27,EMP-038,day,7.2,152.70,7.00,14.58,145.12,1,cash
E-001054,W-0020,2026-04-29,EMP-029,split,7.8,202.66,18.23,22.19,198.70,1,etransfer
E-001055,W-0020,2026-04-30,EMP-029,day,8.4,253.86,21.96,40.41,235.41,1,direct_deposit
E-001056,W-0020,2026-05-01,EMP-021,evening,6.7,107.95,11.84,11.15,108.64,1,cash
E-001057,W-0020,2026-05-02,EMP-029,night,6.9,177.55,12.35,28.74,161.16,1,payroll_card
E-001058,W-0020,2026-05-03,EMP-029,day,9.3,272.94,34.07,24.91,282.10,1,payroll_card
E-001059,W-0020,2026-05-04,EMP-029,night,6.0,123.20,15.80,14.32,124.68,1,etransfer
E-001060,W-0020,2026-05-09,EMP-029,night,6.2,146.47,18.14,19.10,145.51,1,cash
E-001061,W-0020,2026-05-11,EMP-029,evening,7.1,185.82,19.33,28.47,176.68,1,payroll_card
E-001062,W-0020,2026-05-12,EMP-029,day,4.2,86.84,9.53,14.97,81.40,1,cash
E-001063,W-0020,2026-05-15,EMP-029,split,4.0,117.93,8.15,18.35,107.73,1,etransfer
E-001064,W-0020,2026-05-17,EMP-029,evening,9.9,240.30,16.33,29.45,227.18,1,payroll_card
E-001065,W-0020,2026-05-18,EMP-010,evening,4.7,82.28,4.56,9.46,77.38,1,etransfer
E-001066,W-0020,2026-05-19,EMP-029,evening,8.7,221.39,17.42,31.72,207.09,1,direct_deposit
E-001067,W-0020,2026-05-20,EMP-029,day,8.5,182.65,15.99,21.43,177.21,1,cash
E-001068,W-0020,2026-05-24,EMP-017,split,8.6,291.51,26.54,36.60,281.45,1,payroll_card
E-001069,W-0020,2026-05-26,EMP-029,evening,9.2,206.20,18.46,31.99,192.67,1,payroll_card
E-001070,W-0020,2026-05-27,EMP-022,split,6.5,146.64,6.11,22.53,130.22,1,etransfer
E-001071,W-0020,2026-05-29,EMP-029,evening,9.0,233.62,19.40,32.32,220.70,1,cash
E-001072,W-0020,2026-05-30,EMP-029,day,6.3,207.44,10.44,28.45,189.43,1,etransfer
E-001073,W-0020,2026-05-31,EMP-029,night,4.9,124.49,15.75,16.48,123.76,1,etransfer
E-001074,W-0020,2026-06-04,EMP-029,day,7.5,204.43,26.52,19.97,210.98,1,payroll_card
E-001075,W-0020,2026-06-05,EMP-020,split,6.3,167.14,11.42,28.37,150.19,1,payroll_card
E-001076,W-0020,2026-06-06,EMP-029,day,5.6,167.68,17.57,29.63,155.62,1,cash
E-001077,W-0020,2026-06-07,EMP-029,day,10.2,250.39,30.73,25.01,256.11,1,etransfer
E-001078,W-0020,2026-06-08,EMP-029,evening,5.4,105.67,6.42,13.77,98.32,1,cash
E-001079,W-0020,2026-06-10,EMP-029,day,7.5,223.92,15.22,26.49,212.65,1,etransfer
E-001080,W-0020,2026-06-13,EMP-029,evening,8.0,189.69,20.85,33.75,176.79,1,direct_deposit
E-001081,W-0020,2026-06-14,EMP-029,day,10.2,258.79,17.17,32.80,243.16,1,direct_deposit
E-001082,W-0020,2026-06-15,EMP-020,evening,4.9,128.19,6.02,20.96,113.25,1,payroll_card
E-001083,W-0020,2026-06-17,EMP-013,night,9.6,291.85,33.84,31.71,293.98,1,payroll_card
E-001084,W-0020,2026-06-22,EMP-029,night,4.5,81.88,4.22,11.48,74.62,1,cash
E-001085,W-0020,2026-06-23,EMP-013,night,6.0,182.42,16.37,16.75,182.04,1,payroll_card
E-001086,W-0020,2026-06-25,EMP-029,night,10.3,211.64,15.11,24.10,202.65,1,cash
E-001087,W-0020,2026-06-27,EMP-029,day,8.2,193.32,17.17,33.34,177.15,1,direct_deposit
E-001088,W-0020,2026-06-29,EMP-029,day,9.1,232.25,21.39,20.27,233.37,1,direct_deposit
E-001089,W-0021,2026-04-01,EMP-020,night,9.8,276.40,0.00,36.35,240.05,1,payroll_card
E-001090,W-0021,2026-04-03,EMP-020,split,9.8,215.43,0.00,21.72,193.71,1,payroll_card
E-001091,W-0021,2026-04-06,EMP-020,evening,7.9,217.16,0.00,28.10,189.06,0,cash
E-001092,W-0021,2026-04-07,EMP-020,night,9.9,246.98,0.00,43.14,203.84,0,cash
E-001093,W-0021,2026-04-08,EMP-020,evening,4.6,94.89,0.00,8.40,86.49,0,direct_deposit
E-001094,W-0021,2026-04-13,EMP-020,evening,4.8,116.26,0.00,14.57,101.69,1,etransfer
E-001095,W-0021,2026-04-14,EMP-020,split,5.9,135.17,0.00,21.93,113.24,1,cash
E-001096,W-0021,2026-04-15,EMP-020,evening,4.3,85.33,0.00,10.22,75.11,1,etransfer
E-001097,W-0021,2026-04-16,EMP-020,night,4.2,103.23,0.00,11.25,91.98,1,direct_deposit
E-001098,W-0021,2026-04-17,EMP-020,split,8.1,168.47,0.00,26.45,142.02,1,direct_deposit
E-001099,W-0021,2026-04-18,EMP-026,day,5.1,121.96,0.00,16.79,105.17,1,cash
E-001100,W-0021,2026-04-23,EMP-023,day,5.7,141.75,0.00,15.73,126.02,0,etransfer
E-001101,W-0021,2026-04-24,EMP-020,night,10.1,266.56,0.00,40.12,226.44,0,payroll_card
E-001102,W-0021,2026-04-26,EMP-018,evening,8.1,189.27,0.00,26.46,162.81,1,direct_deposit
E-001103,W-0021,2026-04-27,EMP-020,day,5.2,121.65,0.00,15.05,106.60,0,etransfer
E-001104,W-0021,2026-04-29,EMP-020,day,6.5,149.00,0.00,15.39,133.61,0,direct_deposit
E-001105,W-0021,2026-05-01,EMP-020,night,7.6,187.15,0.00,16.24,170.91,0,payroll_card
E-001106,W-0021,2026-05-04,EMP-020,evening,4.4,99.17,0.00,11.28,87.89,1,etransfer
E-001107,W-0021,2026-05-05,EMP-020,night,5.2,143.38,0.00,18.64,124.74,0,etransfer
E-001108,W-0021,2026-05-08,EMP-020,night,7.2,174.62,0.00,21.19,153.43,1,etransfer
E-001109,W-0021,2026-05-10,EMP-020,day,8.2,229.84,0.00,21.01,208.83,1,payroll_card
E-001110,W-0021,2026-05-11,EMP-020,evening,6.5,133.45,0.00,17.31,116.14,0,direct_deposit
E-001111,W-0021,2026-05-12,EMP-020,night,5.2,109.48,0.00,18.61,90.87,0,etransfer
E-001112,W-0021,2026-05-13,EMP-020,split,5.3,134.89,0.00,20.70,114.19,0,cash
E-001113,W-0021,2026-05-14,EMP-020,evening,5.9,127.74,0.00,13.59,114.15,0,cash
E-001114,W-0021,2026-05-16,EMP-020,evening,7.7,177.85,0.00,24.06,153.79,0,direct_deposit
E-001115,W-0021,2026-05-19,EMP-020,evening,7.4,203.60,0.00,27.39,176.21,0,etransfer
E-001116,W-0021,2026-05-20,EMP-040,evening,4.4,119.68,0.00,13.65,106.03,1,etransfer
E-001117,W-0021,2026-05-21,EMP-020,split,9.2,227.69,0.00,28.17,199.52,0,etransfer
E-001118,W-0021,2026-05-24,EMP-020,split,10.1,247.82,0.00,42.57,205.25,0,etransfer
E-001119,W-0021,2026-05-25,EMP-020,split,5.4,139.35,0.00,19.81,119.54,1,payroll_card
E-001120,W-0021,2026-05-26,EMP-020,split,4.8,132.28,0.00,13.74,118.54,1,payroll_card
E-001121,W-0021,2026-05-27,EMP-020,night,4.6,108.35,0.00,8.70,99.65,1,cash
E-001122,W-0021,2026-05-28,EMP-005,evening,6.5,130.77,0.00,21.39,109.38,1,payroll_card
E-001123,W-0021,2026-05-29,EMP-020,night,5.4,135.15,0.00,17.16,117.99,0,direct_deposit
E-001124,W-0021,2026-05-30,EMP-020,evening,10.0,184.58,0.00,21.68,162.90,1,etransfer
E-001125,W-0021,2026-06-02,EMP-020,day,7.9,190.88,0.00,16.90,173.98,0,cash
E-001126,W-0021,2026-06-03,EMP-020,night,4.4,102.05,0.00,12.07,89.98,0,etransfer
E-001127,W-0021,2026-06-04,EMP-020,night,9.5,277.35,0.00,49.52,227.83,0,direct_deposit
E-001128,W-0021,2026-06-05,EMP-020,night,5.1,123.80,0.00,19.27,104.53,1,payroll_card
E-001129,W-0021,2026-06-07,EMP-020,night,5.2,134.95,0.00,19.57,115.38,0,payroll_card
E-001130,W-0021,2026-06-09,EMP-020,day,8.0,198.63,0.00,29.93,168.70,0,etransfer
E-001131,W-0021,2026-06-10,EMP-029,evening,4.1,105.98,0.00,12.83,93.15,1,cash
E-001132,W-0021,2026-06-11,EMP-020,night,8.7,213.06,0.00,35.70,177.36,0,cash
E-001133,W-0021,2026-06-12,EMP-011,day,6.7,166.71,0.00,17.71,149.00,0,cash
E-001134,W-0021,2026-06-14,EMP-020,day,7.1,171.00,0.00,21.35,149.65,1,direct_deposit
E-001135,W-0021,2026-06-15,EMP-020,day,6.3,176.67,0.00,14.37,162.30,0,etransfer
E-001136,W-0021,2026-06-16,EMP-039,night,7.6,169.74,0.00,16.72,153.02,0,payroll_card
E-001137,W-0021,2026-06-17,EMP-020,night,4.6,109.07,0.00,16.05,93.02,0,direct_deposit
E-001138,W-0021,2026-06-18,EMP-020,night,9.5,209.50,0.00,34.86,174.64,0,payroll_card
E-001139,W-0021,2026-06-19,EMP-020,day,8.7,253.78,0.00,35.32,218.46,0,cash
E-001140,W-0021,2026-06-21,EMP-020,night,9.4,258.07,0.00,29.75,228.32,0,cash
E-001141,W-0021,2026-06-23,EMP-020,night,5.2,139.97,0.00,17.74,122.23,1,payroll_card
E-001142,W-0021,2026-06-24,EMP-018,split,7.7,197.37,0.00,31.38,165.99,0,cash
E-001143,W-0021,2026-06-25,EMP-020,night,6.5,169.70,0.00,25.58,144.12,1,etransfer
E-001144,W-0021,2026-06-26,EMP-020,night,4.6,131.25,0.00,14.57,116.68,1,cash
E-001145,W-0021,2026-06-27,EMP-020,split,4.4,121.77,0.00,15.85,105.92,0,payroll_card
E-001146,W-0021,2026-06-29,EMP-020,split,6.6,173.35,0.00,26.70,146.65,0,payroll_card
E-001147,W-0021,2026-06-30,EMP-029,day,8.0,202.44,0.00,17.52,184.92,1,payroll_card
E-001148,W-0022,2026-04-01,EMP-008,day,10.0,320.93,0.00,43.41,277.52,1,etransfer
E-001149,W-0022,2026-04-06,EMP-008,evening,10.0,375.51,0.00,66.94,308.57,1,direct_deposit
E-001150,W-0022,2026-04-08,EMP-008,evening,10.0,300.32,0.00,42.09,258.23,0,payroll_card
E-001151,W-0022,2026-04-12,EMP-008,night,9.0,314.76,0.00,50.35,264.41,0,payroll_card
E-001152,W-0022,2026-04-13,EMP-008,night,10.0,366.20,0.00,58.27,307.93,0,payroll_card
E-001153,W-0022,2026-04-14,EMP-008,split,9.0,285.19,0.00,25.80,259.39,0,etransfer
E-001154,W-0022,2026-04-16,EMP-031,night,9.0,294.23,0.00,44.27,249.96,1,direct_deposit
E-001155,W-0022,2026-04-20,EMP-008,split,8.0,237.80,0.00,41.03,196.77,1,direct_deposit
E-001156,W-0022,2026-04-21,EMP-008,evening,8.0,236.59,0.00,19.40,217.19,1,etransfer
E-001157,W-0022,2026-04-23,EMP-008,evening,8.0,189.06,0.00,27.73,161.33,0,payroll_card
E-001158,W-0022,2026-04-24,EMP-018,day,10.0,353.71,0.00,49.31,304.40,1,etransfer
E-001159,W-0022,2026-04-25,EMP-002,night,9.0,379.29,0.00,50.38,328.91,0,etransfer
E-001160,W-0022,2026-04-28,EMP-008,day,8.0,221.13,0.00,27.34,193.79,0,etransfer
E-001161,W-0022,2026-04-30,EMP-008,evening,8.0,321.63,0.00,37.41,284.22,1,etransfer
E-001162,W-0022,2026-05-01,EMP-008,evening,10.0,437.21,0.00,36.97,400.24,0,cash
E-001163,W-0022,2026-05-02,EMP-008,evening,8.0,223.64,0.00,23.31,200.33,0,payroll_card
E-001164,W-0022,2026-05-05,EMP-027,split,10.0,355.94,0.00,42.33,313.61,0,cash
E-001165,W-0022,2026-05-07,EMP-008,split,10.0,365.57,0.00,49.43,316.14,0,cash
E-001166,W-0022,2026-05-08,EMP-019,day,9.0,323.66,0.00,27.92,295.74,0,payroll_card
E-001167,W-0022,2026-05-09,EMP-008,day,8.0,262.75,0.00,41.15,221.60,0,direct_deposit
E-001168,W-0022,2026-05-12,EMP-008,night,10.0,374.47,0.00,59.64,314.83,0,etransfer
E-001169,W-0022,2026-05-14,EMP-008,split,8.0,303.66,0.00,41.55,262.11,0,payroll_card
E-001170,W-0022,2026-05-15,EMP-008,split,10.0,395.72,0.00,53.83,341.89,1,direct_deposit
E-001171,W-0022,2026-05-19,EMP-008,day,8.5,294.99,0.00,48.61,246.38,0,etransfer
E-001172,W-0022,2026-05-20,EMP-008,evening,9.0,317.48,0.00,25.64,291.84,0,cash
E-001173,W-0022,2026-05-21,EMP-008,day,8.0,296.87,0.00,51.27,245.60,0,etransfer
E-001174,W-0022,2026-05-22,EMP-008,night,8.5,302.17,0.00,28.47,273.70,1,cash
E-001175,W-0022,2026-05-25,EMP-008,night,8.5,238.55,0.00,37.36,201.19,0,cash
E-001176,W-0022,2026-05-26,EMP-008,evening,9.0,270.26,0.00,31.45,238.81,0,payroll_card
E-001177,W-0022,2026-05-27,EMP-008,split,10.0,273.53,0.00,46.95,226.58,1,cash
E-001178,W-0022,2026-05-28,EMP-008,evening,8.5,384.66,0.00,37.97,346.69,0,cash
E-001179,W-0022,2026-05-29,EMP-008,split,8.5,334.87,0.00,35.34,299.53,0,payroll_card
E-001180,W-0022,2026-05-30,EMP-008,evening,9.0,338.11,0.00,52.82,285.29,0,payroll_card
E-001181,W-0022,2026-06-02,EMP-024,split,8.0,241.15,0.00,37.79,203.36,0,etransfer
