txn_id,worker_id,txn_ts,direction,amount_cad,category,merchant_type,channel,is_essential,running_balance_cad,notes
T-0006639,W-0046,2026-04-10T11:00:00,debit,48.40,groceries,grocery,cash,1,2188.50,
T-0006564,W-0046,2026-04-11T09:30:00,credit,190.76,income,employer_payroll,payroll_card,0,1431.87,linked_earnings_id=E-002470
T-0006640,W-0046,2026-04-11T12:13:00,debit,35.16,entertainment,streaming_leisure,prepaid,0,2153.34,
T-0006565,W-0046,2026-04-11T16:05:00,credit,223.93,income,employer_payroll,direct_deposit,0,1655.80,linked_earnings_id=E-002471
T-0006566,W-0046,2026-04-12T16:25:00,credit,240.29,income,employer_payroll,etransfer,0,1896.09,linked_earnings_id=E-002472
T-0006567,W-0046,2026-04-13T22:00:00,credit,210.21,income,employer_payroll,direct_deposit,0,2106.30,linked_earnings_id=E-002473
T-0006641,W-0046,2026-04-14T08:11:00,debit,14.36,food_out,restaurant_cafe,cash,0,2138.98,
T-0006643,W-0046,2026-04-14T14:29:00,debit,41.27,debt_payment,loan_credit,cash,1,2083.40,
T-0006642,W-0046,2026-04-14T19:17:00,debit,14.31,transit,transit_fuel,etransfer,1,2124.67,
T-0006568,W-0046,2026-04-14T19:23:00,credit,152.35,income,employer_payroll,etransfer,0,2258.65,linked_earnings_id=E-002474
T-0006614,W-0046,2026-04-15T08:40:00,debit,1956.00,housing,rent,debit,1,9658.06,obligation_id=O-00170
T-0006569,W-0046,2026-04-16T08:52:00,credit,226.49,income,employer_payroll,payroll_card,0,2485.14,linked_earnings_id=E-002475
T-0006644,W-0046,2026-04-16T16:57:00,debit,30.74,personal_care,pharmacy_retail,prepaid,0,2052.66,
T-0006617,W-0046,2026-04-17T07:11:00,debit,47.00,phone,mobile_phone,debit,1,5699.06,obligation_id=O-00171
T-0006645,W-0046,2026-04-17T09:35:00,debit,38.33,misc,general,cash,0,2014.33,
T-0006646,W-0046,2026-04-18T19:46:00,debit,13.10,transit,transit_fuel,etransfer,1,2001.23,
T-0006647,W-0046,2026-04-19T17:59:00,debit,86.13,groceries,grocery,cash,1,1915.10,
T-0006648,W-0046,2026-04-21T07:18:00,debit,52.10,groceries,grocery,prepaid,1,1863.00,
T-0006570,W-0046,2026-04-23T11:36:00,credit,271.73,income,employer_payroll,payroll_card,0,2756.87,linked_earnings_id=E-002476
T-0006649,W-0046,2026-04-23T12:34:00,debit,36.72,childcare,childcare,cash,1,1826.28,
T-0006650,W-0046,2026-04-24T10:20:00,debit,27.74,personal_care,pharmacy_retail,cash,0,1798.54,
T-0006651,W-0046,2026-04-24T13:27:00,debit,37.75,groceries,grocery,etransfer,1,1760.79,
T-0006571,W-0046,2026-04-24T17:13:00,credit,200.01,income,employer_payroll,direct_deposit,0,2956.88,linked_earnings_id=E-002477
T-0006652,W-0046,2026-04-24T22:06:00,debit,23.60,groceries,grocery,cash,1,1737.19,
T-0006654,W-0046,2026-04-25T17:36:00,debit,37.16,misc,general,etransfer,0,1676.08,
T-0006653,W-0046,2026-04-25T21:48:00,debit,23.95,personal_care,pharmacy_retail,debit,0,1713.24,
T-0006656,W-0046,2026-04-26T07:48:00,debit,39.04,healthcare,pharmacy_clinic,etransfer,1,1585.96,
T-0006657,W-0046,2026-04-26T12:25:00,debit,62.71,entertainment,streaming_leisure,etransfer,0,1523.25,
T-0006655,W-0046,2026-04-26T19:32:00,debit,51.08,misc,general,prepaid,0,1625.00,
T-0006658,W-0046,2026-04-27T15:09:00,debit,35.88,food_out,restaurant_cafe,etransfer,0,1487.37,
T-0006660,W-0046,2026-04-28T07:57:00,debit,27.96,transit,transit_fuel,cash,1,1408.53,
T-0006659,W-0046,2026-04-28T15:18:00,debit,50.88,childcare,childcare,prepaid,1,1436.49,
T-0006661,W-0046,2026-04-29T11:30:00,debit,31.47,groceries,grocery,cash,1,1377.06,
T-0006664,W-0046,2026-04-30T12:13:00,debit,28.82,food_out,restaurant_cafe,etransfer,0,1324.41,
T-0006662,W-0046,2026-04-30T21:30:00,debit,14.47,transit,transit_fuel,debit,1,1362.59,
T-0006663,W-0046,2026-04-30T21:36:00,debit,9.36,transit,transit_fuel,cash,1,1353.23,
T-0006665,W-0046,2026-05-01T09:39:00,debit,27.48,groceries,grocery,cash,1,1296.93,
T-0006573,W-0046,2026-05-02T07:04:00,credit,237.88,income,employer_payroll,etransfer,0,3343.02,linked_earnings_id=E-002479
T-0006666,W-0046,2026-05-02T14:57:00,debit,13.97,groceries,grocery,cash,1,1282.96,
T-0006572,W-0046,2026-05-03T07:55:00,credit,148.26,income,employer_payroll,direct_deposit,0,3105.14,linked_earnings_id=E-002478
T-0006667,W-0046,2026-05-03T13:17:00,debit,3.27,transit,transit_fuel,etransfer,1,1279.69,
T-0006575,W-0046,2026-05-03T16:38:00,credit,148.88,income,employer_payroll,direct_deposit,0,3647.03,linked_earnings_id=E-002481
T-0006668,W-0046,2026-05-03T20:46:00,debit,18.19,healthcare,pharmacy_clinic,cash,1,1261.50,
T-0006621,W-0046,2026-05-05T06:57:00,debit,145.00,utilities,utilities,debit,1,5315.06,obligation_id=O-00172
T-0006574,W-0046,2026-05-05T07:08:00,credit,155.13,income,employer_payroll,payroll_card,0,3498.15,linked_earnings_id=E-002480
T-0006669,W-0046,2026-05-05T12:01:00,debit,62.75,cash_withdrawal,atm,cash,0,1198.75,
T-0006670,W-0046,2026-05-06T18:54:00,debit,47.99,misc,general,prepaid,0,1150.76,
T-0006624,W-0046,2026-05-07T07:27:00,debit,805.00,childcare,childcare,cash,1,3560.06,obligation_id=O-00173
T-0006577,W-0046,2026-05-07T19:14:00,credit,183.41,income,employer_payroll,direct_deposit,0,4114.10,linked_earnings_id=E-002483
T-0006671,W-0046,2026-05-08T12:18:00,debit,10.65,transit,transit_fuel,prepaid,1,1140.11,
T-0006578,W-0046,2026-05-09T11:04:00,credit,204.51,income,employer_payroll,cash,0,4318.61,linked_earnings_id=E-002484
T-0006576,W-0046,2026-05-09T11:15:00,credit,283.66,income,employer_payroll,cash,0,3930.69,linked_earnings_id=E-002482
T-0006672,W-0046,2026-05-09T13:26:00,debit,47.33,transit,transit_fuel,debit,1,1092.78,
T-0006673,W-0046,2026-05-09T15:38:00,debit,63.50,transit,transit_fuel,cash,1,1029.28,
T-0006675,W-0046,2026-05-11T09:58:00,debit,20.91,misc,general,etransfer,0,931.77,
T-0006676,W-0046,2026-05-11T12:42:00,debit,202.39,remittance,money_transfer,cash,1,729.38,
T-0006580,W-0046,2026-05-11T17:02:00,credit,187.57,income,employer_payroll,direct_deposit,0,4708.06,linked_earnings_id=E-002486
T-0006674,W-0046,2026-05-11T21:09:00,debit,76.60,transit,transit_fuel,cash,1,952.68,
T-0006678,W-0046,2026-05-12T08:08:00,debit,57.31,groceries,grocery,etransfer,1,637.10,
T-0006677,W-0046,2026-05-12T19:45:00,debit,34.97,food_out,restaurant_cafe,cash,0,694.41,
T-0006679,W-0046,2026-05-14T12:25:00,debit,14.77,food_out,restaurant_cafe,etransfer,0,622.33,
T-0006680,W-0046,2026-05-14T19:40:00,debit,119.90,debt_payment,loan_credit,cash,1,502.43,
T-0006615,W-0046,2026-05-15T06:21:00,debit,1956.00,housing,rent,debit,1,7702.06,obligation_id=O-00170
T-0006579,W-0046,2026-05-15T09:23:00,credit,201.88,income,employer_payroll,cash,0,4520.49,linked_earnings_id=E-002485
T-0006581,W-0046,2026-05-15T18:27:00,credit,265.45,income,employer_payroll,cash,0,4973.51,linked_earnings_id=E-002487
T-0006681,W-0046,2026-05-16T20:38:00,debit,26.73,transit,transit_fuel,cash,1,475.70,
T-0006618,W-0046,2026-05-17T10:27:00,debit,47.00,phone,mobile_phone,debit,1,5652.06,obligation_id=O-00171
T-0006682,W-0046,2026-05-17T10:58:00,debit,62.45,childcare,childcare,prepaid,1,413.25,
T-0006683,W-0046,2026-05-17T14:34:00,debit,48.12,misc,general,cash,0,365.13,
T-0006684,W-0046,2026-05-18T19:20:00,debit,20.58,transit,transit_fuel,etransfer,1,344.55,
T-0006685,W-0046,2026-05-18T19:23:00,debit,59.32,debt_payment,loan_credit,debit,1,285.23,
T-0006686,W-0046,2026-05-19T20:40:00,debit,57.53,transit,transit_fuel,etransfer,1,227.70,
T-0006584,W-0046,2026-05-19T21:57:00,credit,208.75,income,employer_payroll,direct_deposit,0,5544.29,linked_earnings_id=E-002490
T-0006582,W-0046,2026-05-20T10:41:00,credit,124.94,income,employer_payroll,cash,0,5098.45,linked_earnings_id=E-002488
T-0006585,W-0046,2026-05-20T22:22:00,credit,205.27,income,employer_payroll,cash,0,5749.56,linked_earnings_id=E-002491
T-0006688,W-0046,2026-05-21T07:36:00,debit,76.04,transit,transit_fuel,prepaid,1,45.99,
T-0006687,W-0046,2026-05-21T17:14:00,debit,105.67,clothing,retail,debit,0,122.03,
T-0006689,W-0046,2026-05-22T20:45:00,debit,82.30,cash_withdrawal,atm,cash,0,-36.31,
T-0006586,W-0046,2026-05-23T10:23:00,credit,171.15,income,employer_payroll,direct_deposit,0,5920.71,linked_earnings_id=E-002492
T-0006583,W-0046,2026-05-23T10:42:00,credit,237.09,income,employer_payroll,etransfer,0,5335.54,linked_earnings_id=E-002489
T-0006587,W-0046,2026-05-24T08:55:00,credit,203.98,income,employer_payroll,etransfer,0,6124.69,linked_earnings_id=E-002493
T-0006589,W-0046,2026-05-27T10:38:00,credit,229.87,income,employer_payroll,etransfer,0,6610.98,linked_earnings_id=E-002495
T-0006588,W-0046,2026-05-28T10:49:00,credit,256.42,income,employer_payroll,cash,0,6381.11,linked_earnings_id=E-002494
T-0006690,W-0046,2026-05-28T13:40:00,debit,5.00,transit,transit_fuel,etransfer,1,-41.31,
T-0006590,W-0046,2026-05-29T11:19:00,credit,227.71,income,employer_payroll,payroll_card,0,6838.69,linked_earnings_id=E-002496
T-0006591,W-0046,2026-05-30T11:23:00,credit,189.49,income,employer_payroll,payroll_card,0,7028.18,linked_earnings_id=E-002497
T-0006691,W-0046,2026-05-30T18:54:00,debit,5.00,groceries,grocery,prepaid,1,-46.31,
T-0006593,W-0046,2026-06-02T08:39:00,credit,243.88,income,employer_payroll,payroll_card,0,7544.13,linked_earnings_id=E-002499
T-0006592,W-0046,2026-06-02T11:15:00,credit,272.07,income,employer_payroll,payroll_card,0,7300.25,linked_earnings_id=E-002498
T-0006692,W-0046,2026-06-05T07:48:00,debit,5.00,transit,transit_fuel,cash,1,-51.31,
T-0006622,W-0046,2026-06-05T09:56:00,debit,145.00,utilities,utilities,debit,1,5170.06,obligation_id=O-00172
T-0006594,W-0046,2026-06-06T09:37:00,credit,163.96,income,employer_payroll,etransfer,0,7708.09,linked_earnings_id=E-002500
T-0006693,W-0046,2026-06-07T08:47:00,debit,5.00,remittance,money_transfer,cash,1,-56.31,
T-0006625,W-0046,2026-06-07T10:42:00,debit,805.00,childcare,childcare,debit,1,2755.06,obligation_id=O-00173
T-0006595,W-0046,2026-06-07T10:53:00,credit,304.00,income,employer_payroll,cash,0,8012.09,linked_earnings_id=E-002501
T-0006596,W-0046,2026-06-09T08:21:00,credit,154.34,income,employer_payroll,direct_deposit,0,8166.43,linked_earnings_id=E-002502
T-0006597,W-0046,2026-06-11T10:39:00,credit,185.06,income,employer_payroll,cash,0,8351.49,linked_earnings_id=E-002503
T-0006600,W-0046,2026-06-11T19:20:00,credit,226.13,income,employer_payroll,etransfer,0,9029.42,linked_earnings_id=E-002506
T-0006599,W-0046,2026-06-12T09:01:00,credit,246.20,income,employer_payroll,etransfer,0,8803.29,linked_earnings_id=E-002505
T-0006601,W-0046,2026-06-12T20:49:00,credit,165.26,income,employer_payroll,etransfer,0,9194.68,linked_earnings_id=E-002507
T-0006598,W-0046,2026-06-14T10:05:00,credit,205.60,income,employer_payroll,cash,0,8557.09,linked_earnings_id=E-002504
T-0006616,W-0046,2026-06-15T08:06:00,debit,1956.00,housing,rent,debit,1,5746.06,obligation_id=O-00170
T-0006602,W-0046,2026-06-16T11:50:00,credit,210.72,income,employer_payroll,direct_deposit,0,9405.40,linked_earnings_id=E-002508
T-0006619,W-0046,2026-06-17T07:33:00,debit,47.00,phone,mobile_phone,debit,1,5605.06,obligation_id=O-00171
T-0006604,W-0046,2026-06-18T07:36:00,credit,245.71,income,employer_payroll,etransfer,0,9863.25,linked_earnings_id=E-002510
T-0006603,W-0046,2026-06-19T08:58:00,credit,212.14,income,employer_payroll,direct_deposit,0,9617.54,linked_earnings_id=E-002509
T-0006606,W-0046,2026-06-19T22:07:00,credit,183.97,income,employer_payroll,cash,0,10253.34,linked_earnings_id=E-002512
T-0006607,W-0046,2026-06-21T16:50:00,credit,222.20,income,employer_payroll,direct_deposit,0,10475.54,linked_earnings_id=E-002513
T-0006605,W-0046,2026-06-22T10:44:00,credit,206.12,income,employer_payroll,direct_deposit,0,10069.37,linked_earnings_id=E-002511
T-0006608,W-0046,2026-06-22T16:18:00,credit,203.40,income,employer_payroll,direct_deposit,0,10678.94,linked_earnings_id=E-002514
T-0006609,W-0046,2026-06-23T16:40:00,credit,216.50,income,employer_payroll,direct_deposit,0,10895.44,linked_earnings_id=E-002515
T-0006694,W-0046,2026-06-24T13:47:00,debit,5.00,groceries,grocery,prepaid,1,-61.31,
T-0006610,W-0046,2026-06-26T08:55:00,credit,158.00,income,employer_payroll,cash,0,11053.44,linked_earnings_id=E-002516
T-0006611,W-0046,2026-06-26T22:22:00,credit,182.67,income,employer_payroll,cash,0,11236.11,linked_earnings_id=E-002517
T-0006612,W-0046,2026-06-29T17:02:00,credit,167.08,income,employer_payroll,cash,0,11403.19,linked_earnings_id=E-002518
T-0006613,W-0046,2026-06-30T18:32:00,credit,210.87,income,employer_payroll,direct_deposit,0,11614.06,linked_earnings_id=E-002519
T-0006769,W-0047,2026-04-01T10:25:00,debit,91.85,cash_withdrawal,atm,cash,0,5217.81,
T-0006772,W-0047,2026-04-03T09:17:00,debit,18.17,misc,general,cash,0,5174.38,
T-0006695,W-0047,2026-04-03T09:20:00,credit,237.10,income,employer_payroll,cash,0,525.85,linked_earnings_id=E-002520
T-0006759,W-0047,2026-04-03T10:59:00,debit,143.00,debt_payment,installment_/_loan_payment,etransfer,1,6227.63,obligation_id=O-00176
T-0006771,W-0047,2026-04-03T18:16:00,debit,16.14,personal_care,pharmacy_retail,prepaid,0,5192.55,
T-0006770,W-0047,2026-04-03T19:51:00,debit,9.12,transit,transit_fuel,etransfer,1,5208.69,
T-0006766,W-0047,2026-04-04T07:22:00,debit,19.99,entertainment,streaming_/_subscription,prepaid,0,5349.64,obligation_id=O-00177
T-0006774,W-0047,2026-04-04T07:23:00,debit,57.81,transit,transit_fuel,prepaid,1,5064.14,
T-0006697,W-0047,2026-04-04T07:47:00,credit,139.96,income,employer_payroll,cash,0,775.21,linked_earnings_id=E-002522
T-0006773,W-0047,2026-04-04T20:10:00,debit,52.43,transit,transit_fuel,etransfer,1,5121.95,
T-0006698,W-0047,2026-04-04T21:54:00,credit,88.71,income,employer_payroll,payroll_card,0,863.92,linked_earnings_id=E-002523
T-0006776,W-0047,2026-04-05T12:43:00,debit,10.67,personal_care,pharmacy_retail,cash,0,5037.64,
T-0006775,W-0047,2026-04-05T16:48:00,debit,15.83,food_out,restaurant_cafe,cash,0,5048.31,
T-0006777,W-0047,2026-04-05T18:00:00,debit,43.70,debt_payment,loan_credit,cash,1,4993.94,
T-0006696,W-0047,2026-04-06T07:47:00,credit,109.40,income,employer_payroll,payroll_card,0,635.25,linked_earnings_id=E-002521
T-0006778,W-0047,2026-04-06T09:14:00,debit,21.50,entertainment,streaming_leisure,prepaid,0,4972.44,
T-0006699,W-0047,2026-04-06T16:04:00,credit,184.08,income,employer_payroll,payroll_card,0,1048.00,linked_earnings_id=E-002524
T-0006780,W-0047,2026-04-09T07:46:00,debit,65.12,groceries,grocery,cash,1,4820.45,
T-0006700,W-0047,2026-04-09T07:51:00,credit,165.80,income,employer_payroll,cash,0,1213.80,linked_earnings_id=E-002525
T-0006701,W-0047,2026-04-09T11:31:00,credit,116.78,income,employer_payroll,payroll_card,0,1330.58,linked_earnings_id=E-002526
T-0006779,W-0047,2026-04-09T20:03:00,debit,86.87,groceries,grocery,cash,1,4885.57,
T-0006756,W-0047,2026-04-10T06:57:00,debit,50.00,phone,mobile_phone,cash,1,6470.63,obligation_id=O-00175
T-0006702,W-0047,2026-04-10T11:05:00,credit,217.77,income,employer_payroll,payroll_card,0,1548.35,linked_earnings_id=E-002527
T-0006781,W-0047,2026-04-10T20:56:00,debit,67.70,clothing,retail,etransfer,0,4752.75,
T-0006782,W-0047,2026-04-13T21:00:00,debit,63.53,groceries,grocery,etransfer,1,4689.22,
T-0006784,W-0047,2026-04-14T07:34:00,debit,32.98,food_out,restaurant_cafe,etransfer,0,4617.16,
T-0006785,W-0047,2026-04-14T10:42:00,debit,38.33,food_out,restaurant_cafe,cash,0,4578.83,
T-0006783,W-0047,2026-04-14T12:07:00,debit,39.08,food_out,restaurant_cafe,etransfer,0,4650.14,
T-0006753,W-0047,2026-04-15T08:54:00,debit,1074.00,housing,rent,cash,1,8668.63,obligation_id=O-00174
T-0006786,W-0047,2026-04-15T17:19:00,debit,59.41,transit,transit_fuel,cash,1,4519.42,
T-0006788,W-0047,2026-04-16T08:33:00,debit,56.69,childcare,childcare,cash,1,4383.20,
T-0006787,W-0047,2026-04-16T19:06:00,debit,79.53,groceries,grocery,etransfer,1,4439.89,
T-0006760,W-0047,2026-04-17T06:34:00,debit,143.00,debt_payment,installment_/_loan_payment,prepaid,1,6084.63,obligation_id=O-00176
T-0006703,W-0047,2026-04-17T07:27:00,credit,162.89,income,employer_payroll,payroll_card,0,1711.24,linked_earnings_id=E-002528
T-0006705,W-0047,2026-04-17T09:00:00,credit,205.59,income,employer_payroll,payroll_card,0,2044.43,linked_earnings_id=E-002530
T-0006789,W-0047,2026-04-17T15:47:00,debit,14.82,groceries,grocery,prepaid,1,4368.38,
T-0006791,W-0047,2026-04-17T19:17:00,debit,14.26,food_out,restaurant_cafe,etransfer,0,4342.96,
T-0006790,W-0047,2026-04-17T21:32:00,debit,11.16,entertainment,streaming_leisure,cash,0,4357.22,
T-0006704,W-0047,2026-04-18T09:34:00,credit,127.60,income,employer_payroll,cash,0,1838.84,linked_earnings_id=E-002529
T-0006794,W-0047,2026-04-18T14:47:00,debit,34.63,food_out,restaurant_cafe,cash,0,4144.81,
T-0006792,W-0047,2026-04-18T15:17:00,debit,56.64,healthcare,pharmacy_clinic,cash,1,4286.32,
T-0006793,W-0047,2026-04-18T16:21:00,debit,106.88,remittance,money_transfer,etransfer,1,4179.44,
T-0006707,W-0047,2026-04-19T07:22:00,credit,244.44,income,employer_payroll,payroll_card,0,2442.72,linked_earnings_id=E-002532
T-0006795,W-0047,2026-04-19T09:10:00,debit,30.87,food_out,restaurant_cafe,cash,0,4113.94,
T-0006706,W-0047,2026-04-22T10:10:00,credit,153.85,income,employer_payroll,cash,0,2198.28,linked_earnings_id=E-002531
T-0006708,W-0047,2026-04-22T11:37:00,credit,97.22,income,employer_payroll,etransfer,0,2539.94,linked_earnings_id=E-002533
T-0006796,W-0047,2026-04-23T14:07:00,debit,59.01,groceries,grocery,cash,1,4054.93,
T-0006798,W-0047,2026-04-23T14:10:00,debit,25.10,food_out,restaurant_cafe,prepaid,0,4016.80,
T-0006797,W-0047,2026-04-23T18:17:00,debit,13.03,groceries,grocery,cash,1,4041.90,
T-0006709,W-0047,2026-04-24T07:11:00,credit,210.13,income,employer_payroll,payroll_card,0,2750.07,linked_earnings_id=E-002534
T-0006799,W-0047,2026-04-25T19:00:00,debit,85.95,childcare,childcare,prepaid,1,3930.85,
T-0006800,W-0047,2026-04-26T07:11:00,debit,53.28,transit,transit_fuel,prepaid,1,3877.57,
T-0006710,W-0047,2026-04-26T08:33:00,credit,188.67,income,employer_payroll,payroll_card,0,2938.74,linked_earnings_id=E-002535
T-0006801,W-0047,2026-04-26T21:06:00,debit,45.44,food_out,restaurant_cafe,prepaid,0,3832.13,
T-0006711,W-0047,2026-04-27T08:53:00,credit,216.44,income,employer_payroll,payroll_card,0,3155.18,linked_earnings_id=E-002536
T-0006802,W-0047,2026-04-27T20:32:00,debit,94.35,cash_withdrawal,atm,cash,0,3737.78,
T-0006712,W-0047,2026-04-29T10:27:00,credit,151.72,income,employer_payroll,cash,0,3306.90,linked_earnings_id=E-002537
T-0006803,W-0047,2026-04-29T18:36:00,debit,38.44,entertainment,streaming_leisure,prepaid,0,3699.34,
T-0006714,W-0047,2026-04-30T08:46:00,credit,204.98,income,employer_payroll,etransfer,0,3608.81,linked_earnings_id=E-002539
T-0006805,W-0047,2026-04-30T11:39:00,debit,174.88,debt_payment,loan_credit,etransfer,1,3496.77,
T-0006804,W-0047,2026-04-30T16:36:00,debit,27.69,food_out,restaurant_cafe,prepaid,0,3671.65,
T-0006761,W-0047,2026-05-01T06:39:00,debit,143.00,debt_payment,installment_/_loan_payment,etransfer,1,5941.63,obligation_id=O-00176
T-0006806,W-0047,2026-05-01T14:04:00,debit,113.61,cash_withdrawal,atm,cash,0,3383.16,
T-0006716,W-0047,2026-05-01T16:52:00,credit,148.62,income,employer_payroll,payroll_card,0,3955.52,linked_earnings_id=E-002541
T-0006713,W-0047,2026-05-02T07:49:00,credit,96.93,income,employer_payroll,etransfer,0,3403.83,linked_earnings_id=E-002538
T-0006807,W-0047,2026-05-03T10:55:00,debit,10.18,food_out,restaurant_cafe,cash,0,3372.98,
T-0006718,W-0047,2026-05-03T17:51:00,credit,203.04,income,employer_payroll,payroll_card,0,4289.10,linked_earnings_id=E-002543
T-0006767,W-0047,2026-05-04T07:59:00,debit,19.99,entertainment,streaming_/_subscription,prepaid,0,5329.65,obligation_id=O-00177
T-0006715,W-0047,2026-05-04T11:11:00,credit,198.09,income,employer_payroll,etransfer,0,3806.90,linked_earnings_id=E-002540
T-0006808,W-0047,2026-05-06T12:11:00,debit,4.45,misc,general,cash,0,3368.53,
T-0006810,W-0047,2026-05-06T17:30:00,debit,9.68,food_out,restaurant_cafe,cash,0,3291.45,
T-0006809,W-0047,2026-05-06T19:07:00,debit,67.40,childcare,childcare,prepaid,1,3301.13,
T-0006720,W-0047,2026-05-06T20:10:00,credit,108.69,income,employer_payroll,etransfer,0,4566.05,linked_earnings_id=E-002545
T-0006717,W-0047,2026-05-07T08:08:00,credit,130.54,income,employer_payroll,etransfer,0,4086.06,linked_earnings_id=E-002542
T-0006811,W-0047,2026-05-07T08:30:00,debit,49.68,childcare,childcare,prepaid,1,3241.77,
T-0006812,W-0047,2026-05-08T11:15:00,debit,13.15,food_out,restaurant_cafe,cash,0,3228.62,
T-0006813,W-0047,2026-05-08T19:59:00,debit,51.59,transit,transit_fuel,prepaid,1,3177.03,
T-0006719,W-0047,2026-05-09T10:41:00,credit,168.26,income,employer_payroll,payroll_card,0,4457.36,linked_earnings_id=E-002544
T-0006815,W-0047,2026-05-09T15:05:00,debit,45.12,groceries,grocery,etransfer,1,3121.10,
T-0006814,W-0047,2026-05-09T22:43:00,debit,10.81,food_out,restaurant_cafe,etransfer,0,3166.22,
T-0006721,W-0047,2026-05-10T07:11:00,credit,242.69,income,employer_payroll,etransfer,0,4808.74,linked_earnings_id=E-002546
T-0006757,W-0047,2026-05-10T10:33:00,debit,50.00,phone,mobile_phone,etransfer,1,6420.63,obligation_id=O-00175
T-0006816,W-0047,2026-05-10T12:26:00,debit,23.85,groceries,grocery,cash,1,3097.25,
T-0006817,W-0047,2026-05-12T09:24:00,debit,63.16,transit,transit_fuel,cash,1,3034.09,
T-0006724,W-0047,2026-05-12T21:58:00,credit,86.21,income,employer_payroll,payroll_card,0,5171.02,linked_earnings_id=E-002549
T-0006820,W-0047,2026-05-13T10:45:00,debit,214.47,debt_payment,loan_credit,etransfer,1,2747.25,
T-0006722,W-0047,2026-05-13T11:28:00,credit,140.67,income,employer_payroll,payroll_card,0,4949.41,linked_earnings_id=E-002547
T-0006819,W-0047,2026-05-13T14:43:00,debit,24.99,misc,general,cash,0,2961.72,
T-0006818,W-0047,2026-05-13T15:14:00,debit,47.38,debt_payment,loan_credit,prepaid,1,2986.71,
T-0006822,W-0047,2026-05-14T11:26:00,debit,44.15,food_out,restaurant_cafe,cash,0,2669.37,
T-0006821,W-0047,2026-05-14T20:17:00,debit,33.73,transit,transit_fuel,cash,1,2713.52,
T-0006762,W-0047,2026-05-15T07:22:00,debit,143.00,debt_payment,installment_/_loan_payment,cash,1,5798.63,obligation_id=O-00176
T-0006754,W-0047,2026-05-15T07:31:00,debit,1074.00,housing,rent,etransfer,1,7594.63,obligation_id=O-00174
T-0006823,W-0047,2026-05-15T08:54:00,debit,13.09,groceries,grocery,prepaid,1,2656.28,
T-0006723,W-0047,2026-05-15T09:45:00,credit,135.40,income,employer_payroll,payroll_card,0,5084.81,linked_earnings_id=E-002548
T-0006824,W-0047,2026-05-15T11:09:00,debit,128.66,healthcare,pharmacy_clinic,cash,1,2527.62,
T-0006825,W-0047,2026-05-15T15:41:00,debit,48.00,entertainment,streaming_leisure,prepaid,0,2479.62,
T-0006826,W-0047,2026-05-16T07:22:00,debit,40.59,childcare,childcare,prepaid,1,2439.03,
T-0006827,W-0047,2026-05-16T15:07:00,debit,8.60,entertainment,streaming_leisure,prepaid,0,2430.43,
T-0006828,W-0047,2026-05-17T19:39:00,debit,7.67,food_out,restaurant_cafe,prepaid,0,2422.76,
T-0006726,W-0047,2026-05-18T07:03:00,credit,203.12,income,employer_payroll,etransfer,0,5563.53,linked_earnings_id=E-002551
T-0006725,W-0047,2026-05-18T08:27:00,credit,189.39,income,employer_payroll,payroll_card,0,5360.41,linked_earnings_id=E-002550
T-0006829,W-0047,2026-05-18T17:54:00,debit,63.38,transit,transit_fuel,prepaid,1,2359.38,
T-0006727,W-0047,2026-05-19T08:48:00,credit,209.63,income,employer_payroll,etransfer,0,5773.16,linked_earnings_id=E-002552
T-0006830,W-0047,2026-05-19T13:21:00,debit,83.97,cash_withdrawal,atm,cash,0,2275.41,
T-0006728,W-0047,2026-05-20T08:01:00,credit,143.61,income,employer_payroll,cash,0,5916.77,linked_earnings_id=E-002553
T-0006831,W-0047,2026-05-20T12:10:00,debit,28.68,misc,general,etransfer,0,2246.73,
T-0006832,W-0047,2026-05-20T18:32:00,debit,71.65,transit,transit_fuel,prepaid,1,2175.08,
T-0006833,W-0047,2026-05-21T12:38:00,debit,42.66,groceries,grocery,cash,1,2132.42,
T-0006730,W-0047,2026-05-21T17:41:00,credit,211.79,income,employer_payroll,etransfer,0,6225.49,linked_earnings_id=E-002555
T-0006729,W-0047,2026-05-23T10:57:00,credit,96.93,income,employer_payroll,payroll_card,0,6013.70,linked_earnings_id=E-002554
T-0006834,W-0047,2026-05-23T19:16:00,debit,23.58,entertainment,streaming_leisure,cash,0,2108.84,
T-0006835,W-0047,2026-05-26T15:00:00,debit,17.66,healthcare,pharmacy_clinic,prepaid,1,2091.18,
T-0006732,W-0047,2026-05-27T07:32:00,credit,210.96,income,employer_payroll,etransfer,0,6516.85,linked_earnings_id=E-002557
T-0006836,W-0047,2026-05-27T17:28:00,debit,36.71,entertainment,streaming_leisure,etransfer,0,2054.47,
T-0006837,W-0047,2026-05-27T22:20:00,debit,39.33,clothing,retail,prepaid,0,2015.14,
T-0006838,W-0047,2026-05-28T21:38:00,debit,59.87,groceries,grocery,cash,1,1955.27,
T-0006839,W-0047,2026-05-28T21:43:00,debit,120.15,healthcare,pharmacy_clinic,cash,1,1835.12,
T-0006763,W-0047,2026-05-29T06:02:00,debit,143.00,debt_payment,installment_/_loan_payment,cash,1,5655.63,obligation_id=O-00176
T-0006731,W-0047,2026-05-29T11:24:00,credit,80.40,income,employer_payroll,etransfer,0,6305.89,linked_earnings_id=E-002556
